Title,Artist,Creation Date,Image URL,Description,Price
"Alms-Bowl Pond (Pal-yŏn) in the Diamond Mountains [Kŭm-kang-san], originally in an album depicting the ""Complete Views of the Diamond Mountains"" [Kŭm-kang chŏn-to]",Kim Hong-to (also known as Sa-nŭng ['cha']; Tan-wŏn ['ho']),c. 1788,https://nrs.harvard.edu/urn-3:HUAM:73740_dynmc,,9524.74
"Early Spring Blossoms on an Old, Gnarled Plum Tree",Pae Chŏn (also known as Ch'a-san ['ho']),late 19th century,https://nrs.harvard.edu/urn-3:HUAM:73742_dynmc,,1960.67
Autumn in New England,Fernando Zóbel,1954,,,8077.71
verso of Elephant Combat: Mola Prasad Defeats Himat-har (?),Unknown Artist,second quarter of the 17th century,https://nrs.harvard.edu/urn-3:HUAM:72813_dynmc,,8528.91
Girl in a Red Dress,Paula Modersohn-Becker,c. 1905,https://nrs.harvard.edu/urn-3:HUAM:51190_dynmc,"According to early references and the recent catalogue raisonne (see below), at some point after 1919, probably in the 1920s, the card support of this painting was split, removing a second painting (now unlocated) that had been on the verso, and then mounted on a new backing card. There are traces of an old label, barely illegible inscriptions (perhaps a return address and an alternative title ""Kind zwischen Bäumen"" [Child Between Trees] and an unidentified stamp (the number 11 or letter N over 66 [or 99 over 11/N in a circle) now on the verso.",9849.99
Elizabeth Cary Agassiz (1822-1907),Sarah Wyman Whitman,1894,https://nrs.harvard.edu/urn-3:HUAM:75845_dynmc,,8666.04
Hercules Strangling the Nemean Lion,Peter Paul Rubens,c. 1639,https://nrs.harvard.edu/urn-3:HUAM:776407,,4843.64
Study for Running Man,Richard Artschwager,1996,,,7525.73
Maria Denny Fay (1820-1890),Unidentified Artist,c. 1850,https://nrs.harvard.edu/urn-3:HUAM:75846_dynmc,,1063.53
Kristine L. Forsgard (b. 1953) and Stephen A. Mitchell (b.1951),C. Kenneth Fan,2000,,,7763.04
Saint Sebastian,"Francesco, called Cecco Bravo Montelatici",17th century,https://nrs.harvard.edu/urn-3:HUAM:71132_dynmc,,3247.87
James Luther Adams (1901-1994),Paul Hertz,1975,,,9410.76
Enjoying the Mountain Scenery,Hŏ Ryŏn 허련 許鍊 (also known as So-ch'i and Ma-hil),mid-late 19th century,https://nrs.harvard.edu/urn-3:HUAM:73744_dynmc,,5752.44
Untitled,Rudolf de Crignis,1999,https://nrs.harvard.edu/urn-3:HUAM:71931_dynmc,"The canvas has several layers of white gesso, each of which is sanded to achieve a smooth ground. The artist applies the gesso ground around the outer edges of the stretcher, so that the painted surface appears to be floating on a smooth white porcelain block. He applies color in thin layers of glaze, like so many veils. As many as 40 layers of glaze are built up over a period of several weeks. Laying down even, continuous brushstrokes in alternating layers of vertical and horizontal orientations, he creates a subtle grid pattern. The artist often applies one or more colors in addition to blue -- in this case, 6-8 layers of cinnabar green at different depths (traces of which can be seen around the edges of the painting). Layers of ultramarine in combination with royal blue (a mixture of ultramarine and titanium white) make the other colors vibrate, acting ""as a catalyst to bring the involved colors into spacious movement on the top of the surface."" (See artist's statement in object file.) The surface texture is purely the result of brushwork, which creates a structural discipline that interacts with the expansive dematerialized sensuality of blue. 
",5107.0
Allegorical Portrait of a Young Man in the Guise of Mercury Slaying Argus,Alessandro Allori,1575-1580,https://nrs.harvard.edu/urn-3:HUAM:70218_dynmc,,4450.07
James Luther Adams (1901-1994),James Engerseth,1978,,,6056.04
The Virgin of the Annunciation,Andrea Vanni,14th-15th century,https://nrs.harvard.edu/urn-3:HUAM:VRS48413_dynmc,,9065.11
Market Scene with Figures and Animals,Unknown Artist,17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC106416_dynmc,,4480.84
Landscape with Windmill and Wayside Chapel,Marten Rijckaert,c. 1628,https://nrs.harvard.edu/urn-3:HUAM:70760_dynmc,,9215.69
Young Artist Using His Wife as a Model,John Wesley,2000,https://nrs.harvard.edu/urn-3:HUAM:71041_dynmc,,4717.66
"Illustrated Story of the Origin of Hashidate (Hashidate no honji), the Shrine at Ama no Hashidate",Unknown Artist,"Early Edo period, mid 17th century",https://nrs.harvard.edu/urn-3:HUAM:DDC109489_dynmc,,3936.2
Carp Leaping above White-Capped Waves,Unknown Artist,late 18th-early 19th century,https://nrs.harvard.edu/urn-3:HUAM:73818_dynmc,,4233.26
Curly Head,Georg Baselitz,1967,,,5872.45
Orchids and Rocks,Yi Ha-ŭng (also known as Taewŏn’gun),dated early autumn 1892,https://nrs.harvard.edu/urn-3:HUAM:51772_dynmc,"A royal prince, Yi Ha-ŭng was the father of King Ko-chong (r. 1864-1906), the last king of the Chosŏn dynasty (1392-1910). In addition to being an enlightened statesman, Yi was an accomplished painter and calligrapher who was unsurpassed in his mastery of orchid painting. Frequently depicted in literati paintings alongside rocks and boulders, the orchid appears graceful, elegant, and unaffected by its rough surroundings. The orchids and rocks in Yi's paintings typically enter the composition at dramatic angles and generally occupy only one corner or one side of a composition. 

Korean folding screens often have six panels, like those painted in Japan; more characteristically, however, Korean screens boast eight, ten, or even twelve panels. In some cases, a Korean screen may feature a single, unified composition that spreads across all its panels; in other instances--such as this one--each panel is conceived as an individual painting. The ten separate paintings that compose this screen are grouped in four pairs, with an individual composition mounted on the first and last panels of the screen. Each of the four pairs in the middle can be read as a single composition or as two separate paintings. Such visual double entendres held a special allure for Korean literati artists of the nineteenth and early twentieth century. This screen's large size and its royal authorship indicate that it was painted for one of the royal palaces.

Each painting bears a personal seal of the artist, rather than a seal with the artist's name or sobriquet. For example, the seal in the lower right corner of the ninth panel (second from the left) translates into the aphorism ""The best time to view a flower is when it is half open."" The other nine personal seal impressions vary from idiomatic phrases to humorous remarks on Daoism and Buddhism. In the very last panel at the far left, however, Yi Ha-ŭng signs and impresses two of his artist's seals to the painting, making the authorship of this important screen indisputable. His inscription translates as, ""Done by the seventy-three-year-old old man Sŏk-p'a in the early autumn of 1892.""
",7833.21
Cowboy and Indian,Kanishka Raja,2001,,,6104.96
Edward Wigglesworth (1731-1794),James Reeve Stuart,1895,https://nrs.harvard.edu/urn-3:HUAM:50919_dynmc,,5386.38
"Illustrated Story of the Origin of Hashidate (Hashidate no honji), the Shrine at Ama no Hashidate",Unknown Artist,"Early Edo period, mid 17th century",https://nrs.harvard.edu/urn-3:HUAM:DDC109491_dynmc,,7877.72
Wounded Amazon,Franz von Stuck,1905,https://nrs.harvard.edu/urn-3:HUAM:73306_dynmc,,6683.37
Lord of the Realm [Ung-shi p'al-hwang],Kim Ŭn-ho (also known as I-tang ['ho']),20th century,,,2813.46
"Composition with Blue, Black, Yellow, and Red",Piet Mondrian,1922,https://nrs.harvard.edu/urn-3:HUAM:60791_dynmc,,8537.55
Amelia Earhart (1897-1937),Edith A. Scott,1932,,,5312.15
"Mountain Landscape with Lake, Two Villages, and Distant Inn with Flagpole",Cho Chung-muk (also known as Un-kye ['ho']),second half 19th century,https://nrs.harvard.edu/urn-3:HUAM:73727_dynmc,,5268.27
Bamboo through the Four Seasons,Yu Tŏk-chang (also known as Su-un and Ka-san-ŭng),mid 18th century,https://nrs.harvard.edu/urn-3:HUAM:51495_dynmc,"Korean folding screens often have six panels, like those painted in Japan; more characteristically, however, Korean screens boast eight, ten, or even twelve panels. In some cases, a Korean screen may feature a single, unified composition that spreads across all its panels; in other instances--such as this one--each panel is conceived as an individual painting.

Representing bamboo through the four seasons, this eight-panel screen is meant to be ""read"" by the viewer from right to left. The first two paintings, at the far right, depict newly sprung shoots and fresh stalks of bamboo emerging from the ground in spring. The next pair of images display lush, hearty stalks of bamboo enduring the strong winds and warm sun of summer. The relative sparseness, dry ink tones, and overlapping mist visible in the next two paintings convey characteristics of the autumn months. The last pair of images, at the far left, which depict old, thick, broken stalks of bamboo with hints of new stalks in one painting and bamboo branches heavily laden with snow in the other, complete the cycle with the winter season. Though the paintings lack inscriptions and signatures, two red, square seal impressions at the upper left corner of the far--left panel identify two sobriquets of the artist Yu Tŏk-chang (1675-1765) and thus reveal the creator of this masterful work of art.

A follower of the famous Korean bamboo-painting master Yi Chŏng (1541-1622), Yu Tŏk-chang was one of the most prominent literati artists of the Chosŏn dynasty (1392-1910). Like their Koryŏ-dynasty (918-1392) predecessors, both Yi and Yu took inspiration from the work of Chinese literati painters of the Song (960-1279) and Yuan (1279-1368) dynasties. Their paintings thus tend to resemble literati paintings by early Chinese masters, rather than works produced by their Chinese contemporaries. In this screen, however, Yu departs from the Chinese model and exhibits the distinctly Korean style of bamboo painting he learned from Yi Chŏng: the two tones of ink used to starkly distinguish fore-and background subjects; the angular mists that abruptly interrupt a scene; and the thick stumps of bamboo with sharp, broken edges. 

Bamboo painting was extremely popular among the literati, perhaps because of its association with the so-called Four Gentlemen--plum blossoms, orchids, chrysanthemums, and bamboo. All four of these botanical subjects, which readily lend themselves to depiction with calligraphic brushwork, are said to embody the virtues to which Confucian scholars aspired, such as integrity, purity, and strength in the face of adversity. So important was the ability to paint bamboo that in the fifteenth century it outranked even landscape painting in the official examinations for Korea's royal painting academy.
",6214.59
"Flagpole, Apple Tree, and Garden",Arthur G. Dove,1943-1944,https://nrs.harvard.edu/urn-3:HUAM:DDC105430_dynmc,,9349.08
Portrait of a Youth,Unknown Artist,mid 19th century,https://nrs.harvard.edu/urn-3:HUAM:789233,"The composition of this portrait study was first outlined in pencil and then blocked out with fields of watercolor, as is evidenced in the sitter’s chair. Next, the artist added opaque watercolor in layers, using fine lines and stippling to replicate the designs and textures of fabrics, most prominently those of the young man’s patterned coat and its gray fur trim. In contrast to his brightly colored clothing, his face is generally pallid, but blues beneath his chin and mouth suggest the hint of a beard. The play on near monochrome is continued in the silhouetted, inky locks that frame his face and give way to a tall black hat. The subject’s position in the composition and aspects of painterly execution such as the modeling of his face and hands suggest that the image was based at least in part on a photograph, a practice common among Qajar artists from the mid-nineteenth century onward, photography having been introduced in Iran in the 1840s. The painting reflects the “new realism” introduced by Abu'l-Hasan Ghaffari, also known as Sani' al-Mulk, in the middle years of the nineteenth century, during the reign of Nasir al-Din Shah (r. 1848–96), and disseminated by his contemporaries. Ghaffari’s work combined physiognomic likeness with the psychology of the subject to produce an often intense pictorial effect—a “real” presence—undiminished by rich decorative details, which in some artists’ hands might emphasize surface at the expense of illusionistic volume and depth. Although this portrait lacks the overall impact of a work by Ghaffari, it demonstrates its painter’s participation in what was new at the time.
On the lower right side of the sheet, a barely visible inscription, which reads, tasvvr-i dukhtar-i Shahrukh (depiction [by] the daughter of Shahrukh), is tantalizing because it suggests a female artist. Unfortunately, however, this notation is too perfunctory and too uncertain in date to permit further conclusions.",7167.36
John Langeloth Loeb (1902-1996) and Frances Lehman Loeb (1906-1996),Ming Qin,2000,,,8463.23
John Fitzgerald Kennedy (1917-1963),Germain Green Glidden,1961,,,3124.32
To the Convalescent Woman (Triptych),Erich Heckel,1912-1913,,,3483.8
View on the Hudson,Christopher Pearse Cranch,c. 1853,https://nrs.harvard.edu/urn-3:HUAM:51610_dynmc,"

",6126.43
Mary Elizabeth Robbins,William Morris Hunt,1866,https://nrs.harvard.edu/urn-3:HUAM:DDC232154_dynmc,,9222.64
Self-Help,Laura Theresa Alma-Tadema,c. 1885,https://nrs.harvard.edu/urn-3:HUAM:70217_dynmc,,5710.8
Kingfisher Over a Lotus Pond,Ren Yi 任頤,late 19th century,https://nrs.harvard.edu/urn-3:HUAM:78690_dynmc,"Ren Yi (also known by his sobriquet Bonian) was born in Shangyin (modern Shaoxing), Zhejiang province. The son of a portrait painter, Ren Yi learned to paint at a young age and in adulthood used his art as his livelihood. After living for a time in Ningbo and Suzhou, Ren finally settled in the newly developed port city of Shanghai in 1868. From his base in bustling Shanghai, Ren Yi developed a new and novel style of painting that won him a wide audience and made him the acknowledged leader of the Shanghai school, or Haipai. Though it favors light colors, Ren's style is at once bold, forceful, and vivid, as exemplified by this delightful bird-and-flower painting.

Depicting a small bird with outstretched wings darting through the attenuated stems of lotus growing in a pond, this painting adopts a perspective that brings the viewer down to the water's surface, virtually eye-to-eye with the tiny creature. The broad, blue-green lotus leaves and lush white blossoms appear enormous as they loom above the bird, while a thick forest of lotus stems nearly camouflages it altogether. Faint brush strokes representing water reeds and grasses delineate the pond's surface, which would otherwise appear as a void.

The lotus is an important motif in Chinese art that traces its symbolic origins to Buddhism. Because it grows in muddy waters, yet emerges upright, unsullied, fragrant, and beautiful, the lotus became an emblem of purity in Buddhist literature and imagery. The two Chinese terms for lotus--lian and he--are phonetically identical to numerous auspicious phrases, such as love and harmony, and are thus ubiquitous in Chinese folk art and rebuses.
",4418.79
James Howard Means (1885-1967),Pietro (Peter) Pezzati,1950,https://nrs.harvard.edu/urn-3:HUAM:771653,,9374.73
Random Patterns,Gyorgy Kepes,1958,,,4274.11
Blue and Green,Hans Hofmann,1965,,,7777.89
"Old Weathered Plum Tree with Spring Blossoms, in the Manner of the Chinese Painter Wu Zhen (1280-1354)",Cho Hŭi-ryong,mid-19th century,https://nrs.harvard.edu/urn-3:HUAM:71985_dynmc,"This plum-blossom painting is an expressive combination of balanced contrasts: soft, rounded plum blossoms and buds delicately rest on sharp branches that burst in every direction; watery ink washes are punctuated with black dots scattered along the image. 

The vertical crease that runs down the center of this plum-blossom painting indicates that it was once part of an accordion-fold album. Now mounted as a hanging scroll, the painting is believed to have originated from an album of sixteen leaves, all by the same artist. The four-character inscription at the lower right of this painting reads Mae-do-in chak (Chinese, Meidaoren zuo), which might be translated ""Made by Mae-do-in"" or ""Made by the Plum Daoist."" While it would seem an entirely appropriate phrase for Cho Hŭi-ryong, Meidaoren is in fact a hao, or sobriquet, of the renowned fourteenth-century Chinese ink plum painter Wu Zhen (1280-1354). Thus, these four characters are not a signature of Cho Hŭi-ryong; rather, they indicate that in painting this album leaf, Cho imitated the style of Wu Zhen. The rugged, expressive brushwork, however, not only marks the painting as a nineteenth-century work, but distinguishes it from paintings done in earlier centuries, which typically would have attempted a more naturalistic depiction using more delicate and descriptive brushwork.
",5976.24
River Thoughts No. 5 (Jianghuai zhi wu),Wucius Wong (Wang Wuxie) 王無邪,1991,,,6358.52
Bather with Green Towel:  Spread,Graham Nickson,1982,,"Acrylic painting on cotton duck canvas, rolled. Wooden strainers sent separately, with title and date inscribed. Stretcher will probably be built to replace strainer.",8331.77
"Poet Paying Homage to Krishna, folio from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:ISL10190_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, enthroned on an enclosed, outdoor terrace. He holds in his hand a long white scroll. Kneeling in front of him is a poet with raised hands. An attendant dressed in an orange robe (jama) stands on the left.",8536.65
Shiva and Parvati,George Keyt,1969,,,7889.17
"The Wedding of Krishna and Rukmini, folio from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:53439_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, marrying Rukmini. Rukmini becomes the principal wife and queen of Krishna. The blue-skinned god is seated next to Rukmini. They face priests that are conducting the wedding ceremony. In front of them is a small fire. In Hindu wedding ceremonies, the bride and groom perform a ritual called mangalfera, in which they both walk around the fire four times, praying and exchanging vows of duty, love, fidelity, and respect. Two female musicians sit on the far left, and two women watch the ceremony from a window.",9341.01
Monks in a Ruined Crypt,François-Marius Granet,18th-19th century,https://nrs.harvard.edu/urn-3:HUAM:51255_dynmc,,8059.63
Traveling Costume,Ellen Phelan,1999-2000,,,4741.62
Panel Four,Mark Rothko,1962,,,1207.4
Panel Five,Mark Rothko,1962,,,1792.64
Red Painting,Joseph Marioni,1999,https://nrs.harvard.edu/urn-3:HUAM:60684_dynmc,"The painting is a large, vertical plane of deep mahogany red-brown acrylic, painted in two distinct layers of thick and thinly applied acrylic, beginning with a stain of dark, ""Benzimidazo"" brown, which acts as a primer. Its outer surface of ""Azoic plum brown"" appears tactile and shiny, almost sticky. The layers vary visibly in tonality and density and the plum brown surface begins to gather into extended drips that coalesce in a series of parallel rivulets about halfway down the picture plane; towards the bottom center, it pools into a series of more marked gullies and ridges, pulling apart like a painterly fjord, and lifting, like a skirt, to reveal the stain below. The acrylic also shrinks in along some of the edges, gaining thickness as it does so, and these effects, along with the implied flow of the medium , the ""breathing room"" between the layers, and its orientation and scale, serve to give the painting an anthropomorphic, object quality. The painting entreats one to interact with it as a whole object/image, and not as a picture of assorted forms or things or parts; it also gains considerably when viewed in daylight. The title, ""Red Painting 1999 No. 4"", 1999, refers to the fact that this is the fourthpainting executed by Marioni in 1999. It is part of a set of four paintings executed in anticipation of the Fogg’s selection of one, and intended to ""show the range of Marioni’s approaches to his monochromes.""",1844.23
Landscape with Figures,Jean Dubuffet,1946,,"The painting depicts figures inscribed in a gridded landscape of trees, houses, an automobile, and various ambiguous features as well.  The facture consists of a layering of black and green and white paint on a red ground with vigorous scratchings and more subtle additions of paint.",4460.29
One of the Ten Kings of Hell,Unknown Artist,15th - 16th century,https://nrs.harvard.edu/urn-3:HUAM:763910,,2465.9
John Langeloth Loeb (1902-1996) and Frances Lehman Loeb (1906-1996),Ming Qin,2000,,,1555.58
Wounded Amazon,Franz von Stuck,1905,https://nrs.harvard.edu/urn-3:HUAM:73306_dynmc,,6036.61
Landscape with Figures,Jean Dubuffet,1946,,"The painting depicts figures inscribed in a gridded landscape of trees, houses, an automobile, and various ambiguous features as well.  The facture consists of a layering of black and green and white paint on a red ground with vigorous scratchings and more subtle additions of paint.",7956.49
"Early Spring Blossoms on an Old, Gnarled Plum Tree",Pae Chŏn (also known as Ch'a-san ['ho']),late 19th century,https://nrs.harvard.edu/urn-3:HUAM:73742_dynmc,,7408.5
James Luther Adams (1901-1994),Paul Hertz,1975,,,3170.13
Orchids and Rocks,Yi Ha-ŭng (also known as Taewŏn’gun),dated early autumn 1892,https://nrs.harvard.edu/urn-3:HUAM:51772_dynmc,"A royal prince, Yi Ha-ŭng was the father of King Ko-chong (r. 1864-1906), the last king of the Chosŏn dynasty (1392-1910). In addition to being an enlightened statesman, Yi was an accomplished painter and calligrapher who was unsurpassed in his mastery of orchid painting. Frequently depicted in literati paintings alongside rocks and boulders, the orchid appears graceful, elegant, and unaffected by its rough surroundings. The orchids and rocks in Yi's paintings typically enter the composition at dramatic angles and generally occupy only one corner or one side of a composition. 

Korean folding screens often have six panels, like those painted in Japan; more characteristically, however, Korean screens boast eight, ten, or even twelve panels. In some cases, a Korean screen may feature a single, unified composition that spreads across all its panels; in other instances--such as this one--each panel is conceived as an individual painting. The ten separate paintings that compose this screen are grouped in four pairs, with an individual composition mounted on the first and last panels of the screen. Each of the four pairs in the middle can be read as a single composition or as two separate paintings. Such visual double entendres held a special allure for Korean literati artists of the nineteenth and early twentieth century. This screen's large size and its royal authorship indicate that it was painted for one of the royal palaces.

Each painting bears a personal seal of the artist, rather than a seal with the artist's name or sobriquet. For example, the seal in the lower right corner of the ninth panel (second from the left) translates into the aphorism ""The best time to view a flower is when it is half open."" The other nine personal seal impressions vary from idiomatic phrases to humorous remarks on Daoism and Buddhism. In the very last panel at the far left, however, Yi Ha-ŭng signs and impresses two of his artist's seals to the painting, making the authorship of this important screen indisputable. His inscription translates as, ""Done by the seventy-three-year-old old man Sŏk-p'a in the early autumn of 1892.""
",6931.91
Random Patterns,Gyorgy Kepes,1958,,,9130.3
David Weisberger (1904-1966),Peter A. Dempsey,1969,,,1487.51
Yellow Painting,Joseph Marioni,1999,,,7709.86
"Illustrated Story of the Origin of Hashidate (Hashidate no honji), the Shrine at Ama no Hashidate",Unknown Artist,"Early Edo period, mid 17th century",https://nrs.harvard.edu/urn-3:HUAM:DDC109489_dynmc,,8879.81
To _________ (Shelley),Doug Ohlson,1977,,"Painting is oil on primed canvas, with unpainted edges and a thinly painted black surface, over which the artist has applied a slightly thicker layer of paint with a palette knife. The composition comprises a square of deep purple surrounded by various oblong/rectangular/squarish shapes in a subtly calibrated range of charcoal/brown blacks that read as a frame for this interior square.",4036.29
"C. Dixon Spangler, Jr. and Meredith Riggs Spangler",Benjamin F. Long,2000,,,6800.97
Landscape,Jean-Baptiste-Camille Corot,19th century,https://nrs.harvard.edu/urn-3:HUAM:61826_dynmc,,6422.68
Kristine L. Forsgard (b. 1953) and Stephen A. Mitchell (b.1951),C. Kenneth Fan,2000,,,3977.71
Panel Four,Mark Rothko,1962,,,7753.15
"Mountain Landscape with Lake, Two Villages, and Distant Inn with Flagpole",Cho Chung-muk (also known as Un-kye ['ho']),second half 19th century,https://nrs.harvard.edu/urn-3:HUAM:73727_dynmc,,8637.81
Wilbur Kitchener Jordan (1902-1980),William Cummings,1959?,,,8210.02
Enjoying the Mountain Scenery,Hŏ Ryŏn 허련 許鍊 (also known as So-ch'i and Ma-hil),mid-late 19th century,https://nrs.harvard.edu/urn-3:HUAM:73744_dynmc,,7923.57
"Poet Paying Homage to Krishna, folio from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:ISL10190_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, enthroned on an enclosed, outdoor terrace. He holds in his hand a long white scroll. Kneeling in front of him is a poet with raised hands. An attendant dressed in an orange robe (jama) stands on the left.",5587.41
Untitled,Rudolf de Crignis,1999,https://nrs.harvard.edu/urn-3:HUAM:71931_dynmc,"The canvas has several layers of white gesso, each of which is sanded to achieve a smooth ground. The artist applies the gesso ground around the outer edges of the stretcher, so that the painted surface appears to be floating on a smooth white porcelain block. He applies color in thin layers of glaze, like so many veils. As many as 40 layers of glaze are built up over a period of several weeks. Laying down even, continuous brushstrokes in alternating layers of vertical and horizontal orientations, he creates a subtle grid pattern. The artist often applies one or more colors in addition to blue -- in this case, 6-8 layers of cinnabar green at different depths (traces of which can be seen around the edges of the painting). Layers of ultramarine in combination with royal blue (a mixture of ultramarine and titanium white) make the other colors vibrate, acting ""as a catalyst to bring the involved colors into spacious movement on the top of the surface."" (See artist's statement in object file.) The surface texture is purely the result of brushwork, which creates a structural discipline that interacts with the expansive dematerialized sensuality of blue. 
",8749.61
"Mountain Landscape with Waterfall, Village, and Distant Pagoda",Cho Chung-muk (also known as Un-kye ['ho']),second half 19th century,https://nrs.harvard.edu/urn-3:HUAM:73726_dynmc,,6342.88
"The Wedding of Krishna and Rukmini, folio from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:53439_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, marrying Rukmini. Rukmini becomes the principal wife and queen of Krishna. The blue-skinned god is seated next to Rukmini. They face priests that are conducting the wedding ceremony. In front of them is a small fire. In Hindu wedding ceremonies, the bride and groom perform a ritual called mangalfera, in which they both walk around the fire four times, praying and exchanging vows of duty, love, fidelity, and respect. Two female musicians sit on the far left, and two women watch the ceremony from a window.",5197.05
Panel Two (Harvard Mural Triptych),Mark Rothko,1962,,,1990.84
River Thoughts No. 5 (Jianghuai zhi wu),Wucius Wong (Wang Wuxie) 王無邪,1991,,,6237.76
Study for Running Man,Richard Artschwager,1996,,,5711.9
George F. F. Lombard (1911-2004),Pettee,1970,https://nrs.harvard.edu/urn-3:HUAM:783757,,8526.65
Cowboy and Indian,Kanishka Raja,2001,,,8891.83
"Flagpole, Apple Tree, and Garden",Arthur G. Dove,1943-1944,https://nrs.harvard.edu/urn-3:HUAM:DDC105430_dynmc,,3789.19
Curly Head,Georg Baselitz,1967,,,8387.17
Self-Help,Laura Theresa Alma-Tadema,c. 1885,https://nrs.harvard.edu/urn-3:HUAM:70217_dynmc,,5227.43
Autumn in New England,Fernando Zóbel,1954,,,1002.45
"Composition with Blue, Black, Yellow, and Red",Piet Mondrian,1922,https://nrs.harvard.edu/urn-3:HUAM:60791_dynmc,,2240.53
"Blossoming Branch of an Old, Weathered Plum Tree",Unknown Artist,17th century,https://nrs.harvard.edu/urn-3:HUAM:71986_dynmc,"Because it blooms in winter, even before it dons its leaves and while snow and ice still cover the ground, the Chinese flowering plum (Prunus mume) became a symbol of purity and of strength in the face of adversity; as such, it was popular as both a literary and an artistic motif in China, Korea, and Japan. The plum, together with the orchid, the chrysanthemum, and the bamboo (three other botanical subjects imbued with symbolic Confucian meaning and conducive to depiction with a calligraphy brush and ink), came to be known as the ""Four Gentlemen.""

In this delicately rendered painting, the old blossoming plum tree appears almost as if enveloped in mist and shrouded in silvery moonlight. Unlike the rugged, expressive ink plum paintings by Cho Hŭi-ryong (1791-1859), the emphasis in this work is on suggestive description and delicate brushwork-characteristics typical of seventeenth- and eighteenth-century Korean paintings of plum blossoms.

The wear and slight damage along the right edge of this painting, combined with absence of damage along the left vertical edge, suggest that it was once part of a folding screen. In that context, it is possible that the painting was salvaged from a damaged screen and subsequently mounted as a hanging scroll. One can imagine that the painting originally was one of six or eight panels, each of which represented an old plum tree.

",8714.69
The Bay of Estaque,Georges Braque,1908,,,4552.45
Girl Playing a Cello,Lilla Cabot Perry,1891,https://nrs.harvard.edu/urn-3:HUAM:76441_dynmc,,4069.04
Kingfisher Over a Lotus Pond,Ren Yi 任頤,late 19th century,https://nrs.harvard.edu/urn-3:HUAM:78690_dynmc,"Ren Yi (also known by his sobriquet Bonian) was born in Shangyin (modern Shaoxing), Zhejiang province. The son of a portrait painter, Ren Yi learned to paint at a young age and in adulthood used his art as his livelihood. After living for a time in Ningbo and Suzhou, Ren finally settled in the newly developed port city of Shanghai in 1868. From his base in bustling Shanghai, Ren Yi developed a new and novel style of painting that won him a wide audience and made him the acknowledged leader of the Shanghai school, or Haipai. Though it favors light colors, Ren's style is at once bold, forceful, and vivid, as exemplified by this delightful bird-and-flower painting.

Depicting a small bird with outstretched wings darting through the attenuated stems of lotus growing in a pond, this painting adopts a perspective that brings the viewer down to the water's surface, virtually eye-to-eye with the tiny creature. The broad, blue-green lotus leaves and lush white blossoms appear enormous as they loom above the bird, while a thick forest of lotus stems nearly camouflages it altogether. Faint brush strokes representing water reeds and grasses delineate the pond's surface, which would otherwise appear as a void.

The lotus is an important motif in Chinese art that traces its symbolic origins to Buddhism. Because it grows in muddy waters, yet emerges upright, unsullied, fragrant, and beautiful, the lotus became an emblem of purity in Buddhist literature and imagery. The two Chinese terms for lotus--lian and he--are phonetically identical to numerous auspicious phrases, such as love and harmony, and are thus ubiquitous in Chinese folk art and rebuses.
",8977.08
Hercules Strangling the Nemean Lion,Peter Paul Rubens,c. 1639,https://nrs.harvard.edu/urn-3:HUAM:776407,,9187.51
Girl in a Red Dress,Paula Modersohn-Becker,c. 1905,https://nrs.harvard.edu/urn-3:HUAM:51190_dynmc,"According to early references and the recent catalogue raisonne (see below), at some point after 1919, probably in the 1920s, the card support of this painting was split, removing a second painting (now unlocated) that had been on the verso, and then mounted on a new backing card. There are traces of an old label, barely illegible inscriptions (perhaps a return address and an alternative title ""Kind zwischen Bäumen"" [Child Between Trees] and an unidentified stamp (the number 11 or letter N over 66 [or 99 over 11/N in a circle) now on the verso.",2447.16
Monks in a Ruined Crypt,François-Marius Granet,18th-19th century,https://nrs.harvard.edu/urn-3:HUAM:51255_dynmc,,1029.67
"Alms-Bowl Pond (Pal-yŏn) in the Diamond Mountains [Kŭm-kang-san], originally in an album depicting the ""Complete Views of the Diamond Mountains"" [Kŭm-kang chŏn-to]",Kim Hong-to (also known as Sa-nŭng ['cha']; Tan-wŏn ['ho']),c. 1788,https://nrs.harvard.edu/urn-3:HUAM:73740_dynmc,,4416.07
Panel Five,Mark Rothko,1962,,,9790.57
To the Convalescent Woman (Triptych),Erich Heckel,1912-1913,,,5366.51
